label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,note,compound,compoundId,expectedRtDiff,ppmDiff,parent,24_154,24_155,24_156,24_157,24_158,24_159,24_160,24_161,24_162,24_163,24_164,24_165,24_166,24_167,24_168,24_169,24_170,24_171,24_172,24_173,24_174,24_175,24_176,24_177,24_178,24_179,24_180,24_181,24_182,24_183,24_184,24_185,24_186,24_187,24_188,24_189,24_190,24_191,24_192,24_193,24_194,24_195,24_196,24_197,24_198,24_199,24_200,24_201,24_202,24_203,24_204,24_205,24_206,24_207,blank1,blank2,blank3,blank4,blank5,blank6
g,0,30,54,130.0223,11.86008,0.8493631,,Citraconic acid,C02226,-1,32.85836,130.0223,264127.6,34219.2,293893.6,9885.06,77821.12,68995.8,81823.44,274347.1,3793.462,354109.6,4413.898,73690.22,409148.1,88877.3,62293.06,19243.45,83214.73,92705.03,304529.9,56520.79,303019.5,89958.28,282910.7,248743.2,388786.2,102580.4,14323.2,59781.71,31399.82,47796.38,13061.6,64040.57,149826.6,116067,771.7097,304845.9,15274.47,204742.9,58023.89,41406.44,87250.52,71750.96,100287,124605.3,160919.2,963.3412,306102.8,74748.76,119158.9,4072.242,236726,17478.98,61660.59,97897.25,173720.7,199272.1,215705.5,0,266.7779,560.3802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,31,5,131.0246,11.8647,0.8039039,,Citraconic acid,C02226,-1,7675.595,131.0246,4036.192,317.1765,5553.26,0,2238.301,2005.708,1936.187,5479.148,0,4385.046,0,920.3557,7496.428,2795.604,1209.963,1015.305,1891.437,1266.975,7164.949,1809.564,2327.175,1808.2,2647.747,4488.524,6115.162,1344.019,275.0251,291.9308,1188.407,1263.549,315.4276,1165.685,6749.374,0,0,10304.08,0,5734.785,0,469.2644,1669.31,360.6823,1092.798,2552.406,3299.39,0,3690.161,1906.051,3229.937,0,3685.916,391.1237,404.3443,3522.51,1197.134,1255.173,4178.587,236.332,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,32,19,331.071,6.582603,0.8512163,,CMP,C00055,-1,24822.96,331.071,189775.2,4765.736,851.5674,519576.9,0,0,612947.1,0,0,411749,0,0,371119,813.219,0,577635.5,652.2642,0,381384.7,0,0,545473.3,0,0,460204.5,0,0,405820.2,16610.29,897.7286,331338.8,0,0,615059.1,0,0,298364.6,774.4589,0,499795.6,0,0,539207.8,7243.419,0,347679.5,0,0,363858,3042.661,0,539348.8,0,530.7443,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,33,9,322.0446,9.250526,0.6799798,,CMP,C00055,-1,3117.772,322.0446,21270.72,2073.118,586.5519,98612.46,4057.247,6481.416,110474.4,1338.815,3451.06,120867.2,5171.511,16273.3,89845.86,13188.11,1933.423,137103.1,7899.705,1215.658,41513.53,8572.853,796.1975,150864.9,730.6024,0,50950.07,7948.191,4611.033,21902.21,1236.26,1452.556,31439.95,1054.41,568.3611,130950.1,708.8874,894.3595,32460.9,1330.832,631.9903,46295.68,1125.768,5625.392,19960.74,1392.149,1346.683,26080.36,2079.521,936.8688,56373.03,4351.971,1026.528,51255.46,10295.34,1102.477,0,0,625.3221,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,34,12,692.1091,14.62886,0.8455344,,cyclic bis(3-->5-) dimeric GMP,C16463,-1,2918.848,692.1091,2513.567,0,0,31303.15,0,0,45412.49,0,0,10181.08,0,0,11827.58,0,0,28965.85,0,0,3954.428,0,0,33427.02,0,0,7821.835,0,0,21712.71,0,0,24970.6,0,0,31861.22,0,0,10858.34,0,0,23719.87,0,0,25314.28,0,868.5749,24103.29,0,0,19962.52,0,0,35900.71,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,35,10,689.087,13.14612,0.8220824,,cyclic bis(3-->5-) dimeric GMP,C16463,-1,1460.397,689.087,5843.346,0,0,22477.86,0,0,23999.89,0,0,11516.87,0,0,4785.89,0,0,22180.46,0,0,15837.21,0,0,17192.01,0,0,8861.086,0,0,11276.11,0,0,17177.63,0,0,21937.25,0,0,11063.45,0,0,19518.5,0,0,16878.64,0,0,13041.19,0,0,12627.71,0,0,19920.99,0,0,991.572,1119.367,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,36,54,328.0444,11.84379,0.8516173,,cyclic-AMP,C00575,-1,3063.791,328.0444,939269.7,2100066,1923820,287430.6,3228505,4678481,2002794,3479735,2002333,947194.2,2224471,5948462,733426.9,3723329,2917854,1537057,4899401,2730513,311664.3,3468088,3236548,1080156,1944446,2152731,1463492,1814676,2660681,317108.6,2053119,1395246,303384.5,2142769,1537250,776314.4,1854946,2264037,110103.5,2747081,574214.9,185553.1,1381978,1427983,348901.7,1848862,1915552,218280.2,3612414,2537228,444632.9,2047424,2181804,152610.8,4808465,2093593,28194.95,26120.68,17261.21,8979.585,6405.812,5482.901
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,37,53,329.0482,11.84916,0.8505862,,cyclic-AMP,C00575,-1,13.16962,329.0482,69722.04,189456.7,151251.4,29266.88,273680.8,369466.9,166478.9,282795.6,180525.7,88789.37,208263.4,507996,66740.52,342392.4,255021,144812.2,418216.8,217939.9,3734.972,296075.2,249690.1,92574.66,149673.6,150076.8,127483.8,152004.9,243197.7,36470.41,189489.4,127895.7,30917.51,195349.3,131545.5,71004.72,174015.5,174495.1,7121.92,237004.3,36861.86,18512.1,127374.1,123944.4,26975.99,151396.2,166683.3,29281.86,285845.5,208243.8,51190.66,204096.6,172414.6,16435.18,416688,180908.9,0,0,2059.016,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,38,35,330.0502,11.85098,0.8463315,,cyclic-AMP,C00575,-1,3032.073,330.0502,2171.615,10074.48,7295.197,1578.398,19665.31,16375.69,9061.592,10963.63,9539.997,8164.147,13417.29,36696.27,8195.008,27758.78,12698.52,14316.27,28031.68,13112.5,0,24156.61,8709.883,19130.79,8359.624,8105.017,14202.96,6345.09,14690.23,5199.654,9493.867,6268.063,2839.975,9603.276,7501.276,12818.85,8559.064,10437.5,0,16969.83,0,6447.325,6364.645,4249.24,3391.324,5902.003,9240.784,7283.233,19304.16,14118.78,30375.85,7998.41,17023.42,3716.181,40486.76,13641.1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,39,2,331.0541,11.82761,0.8168236,,cyclic-AMP,C00575,-1,6082.973,331.0541,612.358,720.2299,0,0,1131.776,0,4043.962,826.3916,0,799.3749,0,2910.517,1032.225,0,0,2963.145,0,883.4893,0,1087.284,1463.25,6446.601,1275.866,1222.048,5502.513,0,532.5325,3127.978,1091.623,0,2561.278,0,0,13381.82,0,0,1331.244,925.5419,0,2419.863,1128.929,0,0,0,0,7094.246,5093.624,3168.787,19770.52,3016.864,1004.946,2894.944,6511.056,1290.881,0,0,828.1225,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,40,12,333.0613,11.85125,0.8390907,,cyclic-AMP,C00575,-1,12182.73,333.0613,0,0,0,0,0,925.5828,0,626.8535,0,3582.021,0,0,1206.196,588.5675,0,12673.12,0,0,0,0,908.2333,15866.74,0,0,12858.42,0,1380.136,8197.217,1418.369,0,6535.06,1845.524,499.4606,15348.5,719.4517,2341.646,2336.394,8494.362,0,4732.916,0,2058.972,8738.937,3411.312,4148.779,16821.46,31944.01,11409.35,34366.64,27272.91,14132.16,4340.055,56073.02,18089.57,0,0,0,0,0,351.9506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,41,52,221.0589,1.186624,0.8182225,,cystathionine,C00542,-1,4541.616,221.0589,2827310,603142.7,2439787,237862.7,1099937,1710486,1472058,3182981,255769.5,1340628,186875.2,1983585,1992224,1520237,2300576,589839.6,1885386,1992027,1112859,1361744,3317240,1883724,3493738,2751463,1886668,1723542,367022.7,460358.3,505227.8,938219.4,309420.8,814153.1,1539952,1733248,203214,1466086,241226.1,2133009,1307735,551750.8,576164.6,1150623,1519176,1232268,1696021,125168.4,3188852,1842030,1051516,344469.1,2098797,531964.8,2089565,774615.2,503.639,0,0,553.7211,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,42,11,228.0878,1.217485,0.8049011,,cystathionine,C00542,-1,27110.69,228.0878,122635.9,2595.496,37287.41,813.0928,11645.17,54595.54,5406.701,92950.4,0,27144.44,0,15995.48,78326.71,9202.862,55785.63,1265.506,4787.059,43195.83,46645.75,2444.795,85462.95,16067.93,60873.64,89372.22,65000.15,12752.27,0,1436.141,2172.96,4296.861,1130.215,5726.506,26345.78,14608.49,0,60568.47,660.8333,29902.84,22186.07,965.9627,9107.426,10569.61,26903.1,36205.67,71925.96,0,90749.5,10000.72,22923.71,0,69861.23,1124.3,23048.83,18344.44,1258.56,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,43,0,227.0834,1.152005,0.0556845,,cystathionine,C00542,-1,22587.49,227.0834,53045.87,0,44098.79,936.3618,0,10158.18,0,47481.3,0,50095.98,606.6798,36635.82,43011.59,8511.711,13494.1,0,0,0,13285.28,0,35047.61,0,41620.67,62601.94,20834.69,8035.547,0,0,1114.573,3624.16,0,0,15555.09,9212.867,0,29790.62,0,5537.259,4441.362,0,11255.83,6089.74,0,0,29649.78,0,70710.83,5675.321,20909.82,0,23957.93,4091.812,8241.384,0,0,0,581.0964,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,44,43,239.0191,1.148073,0.8508533,,Cystine,C00491,-1,4185.96,239.0191,418783.4,117251.2,427979.7,66163.27,140461.6,247548,168365.8,455250.7,83560.85,296687.6,87801.13,261815.1,419287,138993.8,300172.9,86223.48,173832.7,226817.5,349324.1,141431,499904.6,206990.8,459466.1,490885.6,321748.1,221320.1,67241.73,82357.27,102544.7,112896.2,69820.98,101684.1,245860.9,281715.6,50088.32,347276.7,49436.69,331649.2,208906.2,103750.1,116383.1,188020.7,222675.8,238343.2,289250.4,98750.16,556251.3,200266.1,239504.2,106558.3,345350.2,102502.6,242379.3,136585,10276.29,10047.4,8025.67,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,45,6,241.0223,0.9415831,0.7670623,,Cystine,C00491,-1,4159.641,241.0223,1106.808,3394.685,2832.591,16398.28,0,2175.582,12519.89,2215.502,17342.21,0,33381.05,15552.08,2938.027,4082.345,5166.665,10304.93,9687.777,2404.24,0,0,2327.714,4231.29,2829.212,3848.634,2443.703,5095.44,13768.58,1700.065,0,0,6189.397,4856.118,3952.562,12143.56,11912.71,0,9247.932,7501.016,5573.007,5191.085,5010.027,0,6746.73,3513.359,0,6224.209,7285.671,5550.822,1228.446,22543.85,0,5281.125,3048.868,6067.259,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,46,0,240.0219,1.127123,0.1222132,,Cystine,C00491,-1,8.010068,240.0219,19702.03,4517.576,11488.56,0,3725.256,4299.665,0,28389.38,4286.851,7910.574,3489.03,0,15846.67,0,11235.94,0,3401.695,0,13703.77,0,16608.01,5414.976,15897.26,16959.62,11780.86,0,0,2407.447,0,0,0,1937.366,2471.734,7959.456,1673.308,3914.007,2735.822,4744.935,5116.49,0,1606.639,0,7492.667,0,3718.501,2236.677,15420.89,11780.28,3694.914,0,0,0,8058.246,0,0,552.3561,535.8433,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,47,8,242.0822,1.169975,0.8452749,,cytidine,C00475,-1,4127.588,242.0822,29929.46,1828.014,55860.35,603.9032,1221.443,8078.606,6708.532,47913.07,0,59453.29,0,8493.61,76391.42,21812.14,21354.68,2816.833,25278,13210.62,67853.47,0,65871.97,8871.001,25154.81,29097.22,32441.57,23907.64,2495.242,1140.555,0,0,0,1794.503,25000.97,36680.32,0,54535.33,0,48168.05,46754.79,3447.067,4512.224,7021.425,8774.324,13888.95,42121.93,596.2874,16066.58,9687.148,10757.33,0,53479.54,2685.824,12615.03,8974.253,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,48,52,243.0835,1.153861,0.8535475,,cytidine,C00475,-1,8.285809,243.0835,1923014,167876,2079578,98351.09,586385.6,943261.8,571250.1,1864482,41258.14,1993374,28692.03,802703.9,2667589,545450.3,937716.8,138362.6,661930.1,926214.6,1952428,429322.1,2632811,831859.1,2288323,1887171,1798629,885308.4,120889.1,238862.6,204093.2,282488.2,91056.04,296871.6,1116325,1057440,56189.37,1885644,133300.3,1592787,1066872,412477.5,446807.7,676853.1,1050996,1122654,1271815,8712.532,2338770,680743.2,720353.5,24769.84,1762468,301959.8,943547.1,541033.1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,49,54,244.0846,6.674958,0.849687,,cytidine,C00475,-1,4109.949,244.0846,3157598,8766535,1.37E+07,4976276,1.62E+07,2.60E+07,6288871,9703208,1.82E+07,4195042,9883055,3.28E+07,4059985,1.43E+07,1.87E+07,5327949,1.51E+07,1.97E+07,3678501,1.45E+07,1.78E+07,4929758,6208200,1.31E+07,1.17E+07,1.43E+07,3.16E+07,3762342,1.31E+07,1.88E+07,2536593,9683461,1.49E+07,5785972,4810320,1.74E+07,2640449,1.11E+07,1.78E+07,4162325,1.09E+07,2.52E+07,3805277,1.24E+07,1.60E+07,2416179,1.03E+07,2.08E+07,3059732,9642613,1.55E+07,3484683,1.37E+07,1.80E+07,3146.379,3787.044,2926.921,556.4883,444.9863,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,50,54,245.088,6.669097,0.854159,,cytidine,C00475,-1,8237.726,245.088,252107.8,934534.9,1355839,501752.2,1657781,2586023,589634.1,912070.1,1980537,339265.4,1066615,3367218,302799.1,1378905,1841876,508526.6,1485642,1962844,318157,1420585,1770284,446526.4,527231.3,1349033,1121520,1385899,3363042,356772.4,1381373,1948432,230284.8,986839.6,1483881,489623.8,442191.3,1773696,254188.5,1047081,1743238,389555.7,1122060,2577168,310816.6,1144272,1572540,256211.4,913492.7,2070162,269978,1050650,1546006,326568.4,1289437,1877660,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,51,44,246.0904,6.642861,0.8494508,,cytidine,C00475,-1,12361.23,246.0904,23882.13,71976.34,96322.74,36830.1,119017.6,170277.4,48387.41,57294.24,150296.9,27250.21,85610.37,220774.4,30406.06,103131.6,113406.7,41838.71,119977.3,131252.9,25455.89,110915.2,108879.9,34764.17,34030.05,95593.42,81858.55,95653.55,248559.3,21745.93,105042.2,130464,14253.15,68021.59,99603.25,36026.5,34426.29,117908.5,22174.77,74916.46,119411,32766.19,85816.88,190808.9,20035.32,77191.88,113777.9,16991.71,70918.27,146407.4,19716.52,77378.02,110942.7,21454.17,86324.52,145001,0,905.3055,0,0,550.0901,458.4246
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,52,3,247.0936,6.696897,0.7005965,,cytidine,C00475,-1,16488.45,247.0936,883.816,2902.765,3311.029,7639.437,11638.71,7188.157,11509.62,2797.654,13163.08,3765.291,3926.983,22353.91,5417.826,9526.877,10213.94,8784.823,6870.126,9193.062,6011.662,6986.17,7362.892,3544.688,2571.154,2988.986,7744.529,10417.99,24732.6,7893.354,7683.166,13247.63,801.3648,5318.813,6482.608,3695.661,784.317,7154.344,2692.737,5151.284,7157.825,6228.123,4282.798,14097.47,0,5709.997,7977.374,4270.58,3539.444,13951.29,2965.165,3458.408,8039.306,3040.313,3755.736,6942.422,1826.393,1962.002,6483.106,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,53,24,248.0963,17.00119,0.8557649,,cytidine,C00475,-1,20613.4,248.0963,5635819,26414.12,48842.36,7810522,22668.31,25163.84,8843326,25397.87,2325.521,7446790,31979.7,18893.38,6617300,0,205332.9,5103642,217812.3,9904.745,4262184,73977.81,22310.69,9538227,42238.34,147078.9,6557178,0,4742.504,5042225,4877.973,5082.601,3377466,71005.78,26695.28,7520964,11435.68,25051.1,6065514,7535.807,15631.04,9471528,32073.07,6024.679,7134572,28081.13,30388.88,2088901,41097.73,4384.254,8577414,4720.801,34398.66,1.15E+07,1122880,19466.2,28308.52,14915.31,45354.29,4593.688,2721.174,1821.581
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,54,18,249.1016,16.92321,0.8533916,,cytidine,C00475,-1,24748.83,249.1016,498057.7,0,0,757525,0,0,816002.6,0,0,658971.8,0,0,574030.6,0,0,460381.6,0,0,333008.5,0,0,836724.8,0,5609.481,621470.6,0,0,417210.1,0,0,317578.7,0,0,628402.9,0,5140.558,507890.2,0,0,886078.5,0,0,647768.2,7496.197,0,176187.8,0,7404.324,699761.8,0,0,948513.2,15742.33,0,0,0,0,2372.116,1325.411,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,55,38,200.0021,7.045812,0.8428844,,D-erythrose-4-phosphate,C00279,-1,32.57611,200.0021,49696.19,9011.713,60462.02,3289.12,16385.7,12498.65,8931.466,64704.7,4011.443,45073.16,1837.184,21143,70274.63,29716.18,13087.94,10706.02,25426.41,17564.92,71551.67,14134.52,81529.59,20676.15,71216.52,66054.09,68725.9,17574.58,6931.806,14060.53,11235.85,8331.132,3789.628,20690.24,45813.18,23973.98,1380.909,54579.93,7080.609,23955.11,27078.75,21404.23,24611.11,21032.22,16310.13,28044.85,30791.44,485.0272,68210.91,25332.8,14789.35,4389.816,48942.56,9670.512,14250.87,33147.3,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,56,52,209.0283,16.28544,0.8472565,,D-glucarate,C00767,-1,4805.078,209.0283,83131.95,31546.19,96439.7,18015.93,88487.66,77633.14,46812.77,82540.13,27896.33,62817.56,15300.1,102119.7,71654.67,65867.41,95247.47,43241.27,69833.52,73900.23,44533.36,43971.54,68038.05,23387.13,73646.62,48682.77,48751.62,64194.41,24444.26,16037.63,36560.72,44472.18,7919.186,27349.04,48066.42,74825.25,9711.438,66423.06,15641.84,57900.66,86256.94,19997.53,43628.09,74482.41,47217.12,73149.05,57782.99,16878.73,145507.5,118462.2,32513.55,14395.62,75901.66,41243.71,92876.43,55493.43,0,0,0,0,432.5835,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,57,43,211.036,13.01303,0.8369822,,D-glucarate,C00767,-1,4753.788,211.036,29049.94,10133.49,29677.27,31491.68,41135.78,12813.38,23749.02,34178.36,23395.6,28976.08,14761.33,22612.69,11202.93,47829.98,2406.369,16313.57,15885.91,28642.72,34081.32,43236,17825.6,19290.05,35948.47,17004.06,26031.07,25687.13,32264.93,19674.81,31864.6,27975.16,2780.885,36358.72,24713.85,13812.43,4758.101,18375.3,12598.36,28965.65,29627.64,50190.43,22393.38,30067.86,20918.22,12902.08,13356.52,16482.72,28973.99,26455.77,27245.53,24621.62,30159.4,23591.63,10000.69,20627.12,1097.801,1165.583,1067.962,347.1693,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,58,54,213.0462,11.0464,0.8472816,,D-glucarate,C00767,-1,14324.28,213.0462,267947.4,64380.11,253931.9,25231.59,96254.29,119216.3,112947.1,230931,19759.16,221508,16725.48,118305.4,227008.7,101961.9,112790.2,43271.3,115924.2,129297.8,230983.5,87620.88,306187.5,118558.2,226441.4,226082.7,264286.1,119963.9,24894.93,50160.71,39366.95,70177.8,23022.6,75517.54,125927.9,139898.2,9431.851,176955.8,33044.29,189244.8,40792.64,0,78485.16,105572.7,163395,150883.1,124327,10526.54,308378.5,123886.6,126131.9,22953.7,129905,37104.83,150313.6,102886.1,30644.73,23708.45,66038.55,413.998,678.3955,294.1665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,59,10,264.0606,11.24812,0.7955616,,D-glucosamine-1-phosphate,C03783,-1,19359.22,264.0606,147184.6,0,1892.078,20160.08,1067.364,0,208425.2,1185.524,0,193618.3,517.0775,580.5381,300445.3,540.0643,665.463,111171.9,0,0,1455072,561.9038,1940,999451.1,3416.66,1764.234,1969356,705.4935,0,1019358,0,552.8093,523566.7,500.1063,2107.32,3710247,0,1649.595,902080.2,3219.219,0,1413800,1290.381,1066.294,4279819,0,1389.823,288917.2,2855.881,548.1288,4076299,840.0563,568.7682,1908895,6963.199,541.7469,661.7114,2368.146,1314.037,316.7168,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,60,21,263.0568,11.35007,0.7575477,,D-glucosamine-1-phosphate,C03783,-1,15484.05,263.0568,1331171,10701.73,71046.41,377684.4,31903.15,5719.598,1959138,67073.41,6124.271,2021259,10916.57,11495.23,2179436,20971.17,6465.699,639024.6,20420.34,9512.03,2666430,17845.11,86808.97,1797052,91345.59,66907.98,2731256,44405.78,13483.13,887092.9,23162.15,11975.71,465008.2,12453.34,23303,3233388,1437.317,48390.74,605826.2,36222.59,10548.67,939774.6,24145.86,32487.24,2764048,18543.04,34936.25,198419,95580.9,13551.81,2545586,6996.937,55981.23,1102159,11658.03,16638.96,97710.27,102170.8,121031.2,1537.033,1544.484,2072.023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,61,16,262.0549,11.08798,0.8072566,,D-glucosamine-1-phosphate,C03783,-1,11616.31,262.0549,1.73E+07,20108.49,36108.48,4312728,169076.6,60623.96,2.40E+07,36966.45,70983.6,2.60E+07,99357.13,148765.5,2.86E+07,141245.8,45721.89,7430094,179779,119688.3,2.95E+07,135911.6,120111.2,1.92E+07,52934.09,34975.12,2.91E+07,124909.6,105005.5,6533421,102767.7,130758.7,3543243,20460.89,23996.74,2.35E+07,494.9344,42482.51,2610616,33932.7,70760.44,3868776,29688.18,106626.1,1.17E+07,14918.77,25979.09,480153.7,47060.84,136392.5,5725936,94955.8,37517.71,2358670,67812.41,29153.63,172959.8,176317.6,176735.6,184181.8,283097.3,229441.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,62,12,171.9998,12.0744,0.8503015,,D-glyceraldehdye-3-phosphate,C00111|C00661,-1,11775.16,171.9998,0,0,0,0,0,5314.156,3875.255,0,0,17883.94,0,0,21131.25,0,0,23330.4,0,0,33089.55,0,0,88090.16,0,0,63931.95,0,0,43671.31,0,0,20421.03,0,0,89975.77,0,0,47845.35,0,0,109068.1,0,0,215895.3,0,0,55577.89,0,0,240658.1,0,0,154522,0,0,0,0,0,0,0,288.9615
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,63,2,170.9968,12.01852,0.8206719,,D-glyceraldehdye-3-phosphate,C00111|C00661,-1,5875.33,170.9968,0,0,0,0,0,0,0,1137.713,0,0,0,0,0,0,0,367.3464,0,0,0,0,0,0,982.2042,0,4902.806,0,0,976.97,0,437.6652,596.6387,0,0,3574.914,0,0,0,0,0,8612.674,0,0,3968.893,0,0,4227.926,0,0,21986.9,0,0,12339.29,0,0,0,611.9563,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,64,11,169.9931,12.00762,0.8354051,,D-glyceraldehdye-3-phosphate,C00111|C00661,-1,29.17155,169.9931,15806.54,0,0,7442.971,2014.966,5794.505,65040.6,474.4123,1900.969,12154.06,730.2137,1262.068,12880.05,2418.071,3241.595,29206.65,2371.73,1229.031,25767.54,1424.653,890.2787,36799.97,0,436.6828,36466.1,4164.149,734.4758,13123.43,771.3968,3917.875,9836.698,1602.7,1716.713,58374.85,0,0,14792.18,1656.855,0,46959.19,916.1866,0,95640.61,0,0,15274.71,836.5816,8470.475,57789.57,1351.833,2575.723,46471.1,1698.09,1569.52,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g,0,65,54,168.9895,12.01106,0.8543043,,D-glyceraldehdye-3-phosphate,C00111|C00661,-1,5932.776,168.9895,1844114,157125.1,479015.4,896194.8,511685.4,584143.9,4549369,415439.8,125734,2868058,121641,734233.4,3291061,518047.6,506531.3,1916881,472420.7,505560.8,3245811,383748.7,483559.3,3455948,381681.5,435053.8,3232433,501074.8,216719.5,1117366,246998.4,333906.1,692259,210651,304484.8,3905990,74510.44,348485.6,696527.6,509144.2,527380.1,2082943,245980.4,411953,4368994,518262.7,332452.3,395995.7,439459.9,483648,2112146,140941.8,447599.3,1613266,669096.8,283535.5,1925.122,677.562,1574.912,0,0,275.1331
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
